,Date,Open,High,Low,Close,Adj Close,Volume
0,2020-01-02,43.220001220703125,44.06999969482422,43.165000915527344,43.58000183105469,43.58000183105469,3912100
1,2020-01-03,42.849998474121094,43.36000061035156,42.233001708984375,43.189998626708984,43.189998626708984,4407200
2,2020-01-06,42.790000915527344,43.810001373291016,42.380001068115234,43.099998474121094,43.099998474121094,4964600
3,2020-01-07,43.18000030517578,44.70000076293945,43.029998779296875,44.25,44.25,4773500
4,2020-01-08,44.13999938964844,45.7400016784668,43.869998931884766,45.08000183105469,45.08000183105469,5636300
5,2020-01-09,45.15999984741211,45.959999084472656,44.52000045776367,45.59000015258789,45.59000015258789,4640800
6,2020-01-10,45.59000015258789,46.2400016784668,45.36000061035156,46.060001373291016,46.060001373291016,4512000
7,2020-01-13,46.310001373291016,46.45000076293945,45.130001068115234,46.349998474121094,46.349998474121094,3796300
8,2020-01-14,46.36000061035156,48.0,46.2599983215332,47.68000030517578,47.68000030517578,4940500
9,2020-01-15,47.63999938964844,48.060001373291016,46.84000015258789,47.08000183105469,47.08000183105469,3179900
10,2020-01-16,47.54999923706055,47.54999923706055,46.11000061035156,46.83000183105469,46.83000183105469,3354500
11,2020-01-17,47.0,47.0,46.02000045776367,46.52000045776367,46.52000045776367,3498700
12,2020-01-21,46.5,48.77000045776367,46.36000061035156,47.97999954223633,47.97999954223633,6253100
13,2020-01-22,48.189998626708984,48.95000076293945,47.31999969482422,47.470001220703125,47.470001220703125,4134700
14,2020-01-23,47.47999954223633,48.91999816894531,47.099998474121094,48.47999954223633,48.47999954223633,4143100
15,2020-01-24,48.66999816894531,49.540000915527344,47.619998931884766,48.43000030517578,48.43000030517578,5475100
16,2020-01-27,46.83000183105469,47.650001525878906,46.130001068115234,47.36000061035156,47.36000061035156,3803000
17,2020-01-28,47.77000045776367,48.349998474121094,47.459999084472656,48.209999084472656,48.209999084472656,2876600
18,2020-01-29,47.970001220703125,48.63999938964844,46.36000061035156,46.84000015258789,46.84000015258789,7489400
19,2020-01-30,46.650001525878906,47.88999938964844,46.5,47.790000915527344,47.790000915527344,3100600
20,2020-01-31,47.40999984741211,47.66999816894531,46.47999954223633,47.47999954223633,47.47999954223633,4001500
21,2020-02-03,47.630001068115234,48.59000015258789,47.31999969482422,47.959999084472656,47.959999084472656,2659500
22,2020-02-04,48.5,50.959999084472656,48.11000061035156,50.0,50.0,8123600
23,2020-02-05,50.400001525878906,50.470001220703125,47.70000076293945,48.060001373291016,48.060001373291016,6061900
24,2020-02-06,48.45000076293945,48.66999816894531,46.83000183105469,47.41999816894531,47.41999816894531,7127500
25,2020-02-07,49.099998474121094,50.040000915527344,47.58000183105469,49.91999816894531,49.91999816894531,12516200
26,2020-02-10,50.81999969482422,53.91999816894531,50.33000183105469,53.720001220703125,53.720001220703125,15370400
27,2020-02-11,54.4900016784668,54.5,52.91999816894531,53.939998626708984,53.939998626708984,20414400
28,2020-02-12,51.25,51.29999923706055,48.41999816894531,48.459999084472656,48.459999084472656,36622800
29,2020-02-13,48.45000076293945,49.38999938964844,47.0,47.029998779296875,47.029998779296875,15660200
30,2020-02-14,47.119998931884766,47.150001525878906,44.68000030517578,44.689998626708984,44.689998626708984,21569300
31,2020-02-18,44.59000015258789,45.43000030517578,44.06999969482422,45.099998474121094,45.099998474121094,8393100
32,2020-02-19,45.2599983215332,46.33000183105469,44.439998626708984,46.2400016784668,46.2400016784668,7439100
33,2020-02-20,46.0,46.7599983215332,44.57899856567383,45.470001220703125,45.470001220703125,8489100
34,2020-02-21,45.22999954223633,45.560001373291016,44.529998779296875,44.70000076293945,44.70000076293945,4305700
35,2020-02-24,42.09000015258789,42.61000061035156,41.0,42.52000045776367,42.52000045776367,11644600
36,2020-02-25,43.34000015258789,44.18000030517578,41.599998474121094,41.81999969482422,41.81999969482422,11628300
37,2020-02-26,41.91999816894531,42.15999984741211,39.310001373291016,39.86000061035156,39.86000061035156,12062400
38,2020-02-27,37.619998931884766,39.5,35.0,37.779998779296875,37.779998779296875,14781800
39,2020-02-28,36.0099983215332,38.119998931884766,35.86000061035156,38.119998931884766,38.119998931884766,9356600
40,2020-03-02,38.4900016784668,38.4900016784668,36.099998474121094,36.90999984741211,36.90999984741211,11296300
41,2020-03-03,37.310001373291016,38.22999954223633,35.209999084472656,36.970001220703125,36.970001220703125,10440900
42,2020-03-04,38.119998931884766,41.29999923706055,37.439998626708984,40.27000045776367,40.27000045776367,14959900
43,2020-03-05,38.73500061035156,39.470001220703125,36.56999969482422,37.08000183105469,37.08000183105469,11190300
44,2020-03-06,35.9900016784668,37.97999954223633,35.459999084472656,36.02000045776367,36.02000045776367,9436000
45,2020-03-09,32.4900016784668,34.650001525878906,31.639999389648438,32.810001373291016,32.810001373291016,8987200
46,2020-03-10,34.150001525878906,34.641998291015625,30.606000900268555,32.88999938964844,32.88999938964844,9774800
47,2020-03-11,31.489999771118164,31.799999237060547,26.683000564575195,29.010000228881836,29.010000228881836,19837300
48,2020-03-12,24.3700008392334,26.399999618530273,23.8700008392334,23.8799991607666,23.8799991607666,13630900
49,2020-03-13,25.5,25.59000015258789,22.63599967956543,24.170000076293945,24.170000076293945,12495000
50,2020-03-16,20.200000762939453,21.399999618530273,18.809999465942383,19.1200008392334,19.1200008392334,14451100
51,2020-03-17,19.3799991607666,20.56999969482422,16.5,18.65999984741211,18.65999984741211,18864800
52,2020-03-18,17.15999984741211,17.8700008392334,14.562000274658203,16.049999237060547,16.049999237060547,16577200
53,2020-03-19,16.299999237060547,21.979999542236328,15.319999694824219,20.700000762939453,20.700000762939453,20139200
54,2020-03-20,22.3799991607666,24.860000610351562,20.75,21.270000457763672,21.270000457763672,17599300
55,2020-03-23,20.733999252319336,22.799999237060547,19.139999389648438,22.610000610351562,22.610000610351562,10885100
56,2020-03-24,24.579999923706055,27.420000076293945,23.489999771118164,27.059999465942383,27.059999465942383,12634400
57,2020-03-25,27.389999389648438,30.920000076293945,26.530000686645508,27.950000762939453,27.950000762939453,14107700
58,2020-03-26,28.559999465942383,30.670000076293945,27.950000762939453,29.940000534057617,29.940000534057617,9461800
59,2020-03-27,28.239999771118164,29.149999618530273,26.93000030517578,27.600000381469727,27.600000381469727,10169000
60,2020-03-30,26.809999465942383,28.389999389648438,25.299999237060547,26.920000076293945,26.920000076293945,8729500
61,2020-03-31,26.700000762939453,28.0,26.200000762939453,26.850000381469727,26.850000381469727,5773200
62,2020-04-01,25.600000381469727,26.110000610351562,23.3799991607666,23.5,23.5,8898400
