_c0,Date,Open,High,Low,Close,Adj Close,Volume,RSI,SMA,OBV
17,2020-01-28T00:00:00.000Z,47.77000045776367,48.349998474121094,47.459999084472656,48.209999084472656,48.209999084472656,2876600,63.11785831358295,47.778571537562776,8754500
18,2020-01-29T00:00:00.000Z,47.970001220703125,48.63999938964844,46.36000061035156,46.84000015258789,46.84000015258789,7489400,52.53164633366089,47.82428577968052,1265100
19,2020-01-30T00:00:00.000Z,46.650001525878906,47.88999938964844,46.5,47.790000915527344,47.790000915527344,3100600,48.364898181615246,47.7971431187221,4365700
20,2020-01-31T00:00:00.000Z,47.40999984741211,47.66999816894531,46.47999954223633,47.47999954223633,47.47999954223633,4001500,50.08911165101688,47.7985714503697,364200
21,2020-02-03T00:00:00.000Z,47.630001068115234,48.59000015258789,47.31999969482422,47.959999084472656,47.959999084472656,2659500,44.88188325970514,47.72428567068918,3023700
22,2020-02-04T00:00:00.000Z,48.5,50.959999084472656,48.11000061035156,50.0,50.0,8123600,61.103251503487186,47.94857134137835,11147300
23,2020-02-05T00:00:00.000Z,50.400001525878906,50.470001220703125,47.70000076293945,48.060001373291016,48.060001373291016,6061900,54.408066020217895,48.0485714503697,5085400
24,2020-02-06T00:00:00.000Z,48.45000076293945,48.66999816894531,46.83000183105469,47.41999816894531,47.41999816894531,7127500,44.89003510704342,47.93571417672293,-2042100
25,2020-02-07T00:00:00.000Z,49.099998474121094,50.040000915527344,47.58000183105469,49.91999816894531,49.91999816894531,12516200,67.38146996659343,48.37571389334543,10474100
26,2020-02-10T00:00:00.000Z,50.81999969482422,53.91999816894531,50.33000183105469,53.720001220703125,53.720001220703125,15370400,75.32022589770753,49.22285679408482,25844500
27,2020-02-11T00:00:00.000Z,54.4900016784668,54.5,52.91999816894531,53.939998626708984,53.939998626708984,20414400,77.79689138357921,50.145713806152344,46258900
28,2020-02-12T00:00:00.000Z,51.25,51.29999923706055,48.41999816894531,48.459999084472656,48.459999084472656,36622800,51.50421154443801,50.21714237758091,9636100
29,2020-02-13T00:00:00.000Z,48.45000076293945,49.38999938964844,47.0,47.029998779296875,47.029998779296875,15660200,40.72454458334505,49.79285648890904,-6024100
30,2020-02-14T00:00:00.000Z,47.119998931884766,47.150001525878906,44.68000030517578,44.689998626708984,44.689998626708984,21569300,39.73186473332924,49.311427525111604,-27593400
31,2020-02-18T00:00:00.000Z,44.59000015258789,45.43000030517578,44.06999969482422,45.099998474121094,45.099998474121094,8393100,42.83065620807782,48.97999899727957,-19200300
32,2020-02-19T00:00:00.000Z,45.2599983215332,46.33000183105469,44.439998626708984,46.2400016784668,46.2400016784668,7439100,37.58436025971853,48.454285212925505,-11761200
33,2020-02-20T00:00:00.000Z,46.0,46.7599983215332,44.57899856567383,45.470001220703125,45.470001220703125,8489100,15.012725363172734,47.275713784354075,-20250300
34,2020-02-21T00:00:00.000Z,45.22999954223633,45.560001373291016,44.529998779296875,44.70000076293945,44.70000076293945,4305700,12.560798650203495,45.955714089529856,-24556000
35,2020-02-24T00:00:00.000Z,42.09000015258789,42.61000061035156,41.0,42.52000045776367,42.52000045776367,11644600,17.14604248574659,45.107142857142854,-36200600
36,2020-02-25T00:00:00.000Z,43.34000015258789,44.18000030517578,41.599998474121094,41.81999969482422,41.81999969482422,11628300,18.65225131264981,44.36285727364676,-47828900
37,2020-02-26T00:00:00.000Z,41.91999816894531,42.15999984741211,39.310001373291016,39.86000061035156,39.86000061035156,12062400,19.546056071691254,43.67285755702427,-59891300
38,2020-02-27T00:00:00.000Z,37.619998931884766,39.5,35.0,37.779998779296875,37.779998779296875,14781800,11.875025828662984,42.627143314906526,-74673100
39,2020-02-28T00:00:00.000Z,36.0099983215332,38.119998931884766,35.86000061035156,38.119998931884766,38.119998931884766,9356600,3.8636367577165203,41.46714292253767,-65316500
40,2020-03-02T00:00:00.000Z,38.4900016784668,38.4900016784668,36.099998474121094,36.90999984741211,36.90999984741211,11296300,3.679654662620237,40.244285583496094,-76612800
41,2020-03-03T00:00:00.000Z,37.310001373291016,38.22999954223633,35.209999084472656,36.970001220703125,36.970001220703125,10440900,4.6893482325614,39.13999993460519,-66171900
42,2020-03-04T00:00:00.000Z,38.119998931884766,41.29999923706055,37.439998626708984,40.27000045776367,40.27000045776367,14959900,38.341970755309944,38.818571363176616,-51212000
43,2020-03-05T00:00:00.000Z,38.73500061035156,39.470001220703125,36.56999969482422,37.08000183105469,37.08000183105469,11190300,30.47776728962917,38.14142881120954,-62402300
44,2020-03-06T00:00:00.000Z,35.9900016784668,37.97999954223633,35.459999084472656,36.02000045776367,36.02000045776367,9436000,32.91815133824923,37.592857360839844,-71838300
45,2020-03-09T00:00:00.000Z,32.4900016784668,34.650001525878906,31.639999389648438,32.810001373291016,32.810001373291016,8987200,29.911083932290197,36.88285773141043,-80825500
46,2020-03-10T00:00:00.000Z,34.150001525878906,34.641998291015625,30.606000900268555,32.88999938964844,32.88999938964844,9774800,28.406271981371916,36.135714939662385,-71050700
47,2020-03-11T00:00:00.000Z,31.489999771118164,31.799999237060547,26.683000564575195,29.010000228881836,29.010000228881836,19837300,23.274691168832007,35.00714356558664,-90888000
48,2020-03-12T00:00:00.000Z,24.3700008392334,26.399999618530273,23.8700008392334,23.8799991607666,23.8799991607666,13630900,17.027696916964985,33.13714327130999,-104518900
49,2020-03-13T00:00:00.000Z,25.5,25.59000015258789,22.63599967956543,24.170000076293945,24.170000076293945,12495000,2.1971435299250572,30.837143216814315,-92023900
50,2020-03-16T00:00:00.000Z,20.200000762939453,21.399999618530273,18.809999465942383,19.1200008392334,19.1200008392334,14451100,1.97860403490958,28.27142878941127,-106475000
51,2020-03-17T00:00:00.000Z,19.3799991607666,20.56999969482422,16.5,18.65999984741211,18.65999984741211,18864800,2.0441931661694923,25.79142870221819,-125339800
52,2020-03-18T00:00:00.000Z,17.15999984741211,17.8700008392334,14.562000274658203,16.049999237060547,16.049999237060547,16577200,2.114279610770083,23.397142682756698,-141917000
53,2020-03-19T00:00:00.000Z,16.299999237060547,21.979999542236328,15.319999694824219,20.700000762939453,20.700000762939453,20139200,22.38333328436049,21.655714307512557,-121777800
54,2020-03-20T00:00:00.000Z,22.3799991607666,24.860000610351562,20.75,21.270000457763672,21.270000457763672,17599300,29.37100718864903,20.550000054495676,-104178500
55,2020-03-23T00:00:00.000Z,20.733999252319336,22.799999237060547,19.139999389648438,22.610000610351562,22.610000610351562,10885100,45.75818876071163,20.36857169015067,-93293400
56,2020-03-24T00:00:00.000Z,24.579999923706055,27.420000076293945,23.489999771118164,27.059999465942383,27.059999465942383,12634400,57.553578746175084,20.781428745814733,-80659000
57,2020-03-25T00:00:00.000Z,27.389999389648438,30.920000076293945,26.530000686645508,27.950000762939453,27.950000762939453,14107700,79.49231155189217,22.042857306344168,-66551300
58,2020-03-26T00:00:00.000Z,28.559999465942383,30.670000076293945,27.950000762939453,29.940000534057617,29.940000534057617,9461800,84.1818163112506,23.654285975864955,-57089500
59,2020-03-27T00:00:00.000Z,28.239999771118164,29.149999618530273,26.93000030517578,27.600000381469727,27.600000381469727,10169000,85.58225543074286,25.30428613935198,-67258500
60,2020-03-30T00:00:00.000Z,26.809999465942383,28.389999389648438,25.299999237060547,26.920000076293945,26.920000076293945,8729500,75.36704403439387,26.192857469831193,-75988000
61,2020-03-31T00:00:00.000Z,26.700000762939453,28.0,26.200000762939453,26.850000381469727,26.850000381469727,5773200,73.72448900979576,26.990000316074916,-81761200
62,2020-04-01T00:00:00.000Z,25.600000381469727,26.110000610351562,23.3799991607666,23.5,23.5,8898400,,,-90659600
